compacité,proximité,productivité
43.54187721563841,0.27876965922987995,6.88531429313955
57.72654851553399,0.3647040656087992,6.9208821984946605
62.02707517103379,0.43375368702295974,6.78335956927429
60.407795676410466,0.41764957132440494,6.870974831619993
60.40935793352056,0.41284076536151965,6.838726877486568
60.30316508401584,0.5002495323887198,6.653550365652276
68.01494294745044,0.5938818249210674,6.09540385774563
66.40302227132857,0.540532569761234,6.563152679620188
66.09054936349779,0.5403051732892161,6.562500824201183
66.09054936349779,0.5403051732892161,6.562500824201183
63.090191134459886,0.5232156532269407,6.709375350274616
62.96638225848411,0.4501078326127192,6.851638004180377
62.99997078635137,0.4257452634029108,6.805176804306482
63.005924626406205,0.4964425159750139,6.671188930117501
62.24717973281102,0.519096397180338,6.574409836178367
62.02707517103379,0.44161265741882705,6.78335956927429
69.32081965780328,0.5379894589390557,6.217678496367021
69.32081965780328,0.5379894589390557,6.217678496367021
68.57809659004113,0.44901552988774474,6.853547854785479
68.72918976313983,0.5473987829660194,6.520664911950868
68.01494294745044,0.5938818249210674,6.09540385774563
68.01494294745044,0.5938818249210674,6.09540385774563
78.33826756619936,0.49050326299078245,6.370073891625616
77.95219134755244,0.4960491997074628,6.535521454958795
77.95219134755244,0.4960491997074628,6.535521454958795
78.99939597919978,0.4687951691030255,6.502307405036278
77.38686445818405,0.49492610179807145,6.7328431372549025
77.38686445818405,0.49492610179807145,6.7328431372549025
77.0488054184779,0.5355202306904234,6.837006781750925
77.24655920034843,0.5225375583705407,6.5409865441631645
77.24345752058049,0.516091612954981,6.502362777171937
76.34209551302119,0.5895371892896045,6.599390243902439
78.7855692135318,0.5015728411900642,6.818655692729767
78.89044947735123,0.5285343241339215,6.264532323410252
78.43473130978177,0.5403626785136928,6.596405900351646
78.01115399625061,0.5247578121125978,6.502471368294152
77.91690974019225,0.4793397428764785,6.602306610407876
77.91768516013424,0.5096820485409209,6.468973277074542
77.60364008363136,0.48458723575925855,6.645274584929758
77.69633775515908,0.5269929743430084,6.502417442072614
77.56835847627116,0.48199351642436905,6.645400638131359
77.66101312144845,0.5414054731933013,6.431114923845645
77.66101312144845,0.5414054731933013,6.431114923845645
77.38686445818405,0.49492610179807145,6.7328431372549025
77.38686445818405,0.49492610179807145,6.7328431372549025
77.381443121923,0.5707270858649146,6.621570225482206
77.38337931344479,0.58396995686202,6.599022004889976
77.841306295849,0.6083845392959254,6.019211620687635
77.0488054184779,0.5355202306904234,6.837006781750925
80.1826485124849,0.46366702490012984,6.51051918413921
78.7855692135318,0.5015728411900642,6.818655692729767
78.5395719536042,0.4823300925222541,6.6859605911330044
78.43473130978177,0.5403626785136928,6.596405900351646
78.04143225371688,0.4971086972054266,6.595475855602437
78.04143225371688,0.5138484248982172,6.512142522269104
78.01115399625061,0.5247578121125978,6.502471368294152
